source_name,target_name,status,role,transform,source_dtype,source_shape,source_bytes,source_shard,source_offset,target_known,target_dtype,target_shape,target_bytes
layers.28.ffn.experts.97.w3.weight,layers.28.ffn.experts.97.w3.weight,mapped,lazy_routed_expert,reinterpret_int8_as_fp4,I8,2048x2048,4194304,model-00030-of-00046.safetensors,3560666224,True,torch.float4_e2m1fn_x2,"[2048, 2048]",4194304
layers.28.ffn.experts.98.w1.weight,layers.28.ffn.experts.98.w1.weight,mapped,lazy_routed_expert,reinterpret_int8_as_fp4,I8,2048x2048,4194304,model-00030-of-00046.safetensors,3564860528,True,torch.float4_e2m1fn_x2,"[2048, 2048]",4194304
layers.28.ffn.experts.98.w2.weight,layers.28.ffn.experts.98.w2.weight,mapped,lazy_routed_expert,reinterpret_int8_as_fp4,I8,4096x1024,4194304,model-00030-of-00046.safetensors,3569054832,True,torch.float4_e2m1fn_x2,"[4096, 1024]",4194304
layers.28.ffn.experts.98.w3.weight,layers.28.ffn.experts.98.w3.weight,mapped,lazy_routed_expert,reinterpret_int8_as_fp4,I8,2048x2048,4194304,model-00030-of-00046.safetensors,3573249136,True,torch.float4_e2m1fn_x2,"[2048, 2048]",4194304
layers.28.ffn.experts.99.w1.weight,layers.28.ffn.experts.99.w1.weight,mapped,lazy_routed_expert,reinterpret_int8_as_fp4,I8,2048x2048,4194304,model-00030-of-00046.safetensors,3577443440,True,torch.float4_e2m1fn_x2,"[2048, 2048]",4194304
layers.28.ffn.experts.99.w2.weight,layers.28.ffn.experts.99.w2.weight,mapped,lazy_routed_expert,reinterpret_int8_as_fp4,I8,4096x1024,4194304,model-00030-of-00046.safetensors,3581637744,True,torch.float4_e2m1fn_x2,"[4096, 1024]",4194304
layers.28.ffn.experts.99.w3.weight,layers.28.ffn.experts.99.w3.weight,mapped,lazy_routed_expert,reinterpret_int8_as_fp4,I8,2048x2048,4194304,model-00030-of-00046.safetensors,3585832048,True,torch.float4_e2m1fn_x2,"[2048, 2048]",4194304
layers.29.attn.attn_sink,layers.29.attn.attn_sink,mapped,resident,copy,F32,64,256,model-00031-of-00046.safetensors,174232,True,torch.float32,[64],256
layers.29.attn.compressor.ape,layers.29.attn.compressor.ape,mapped,resident,copy,F32,128x512,262144,model-00031-of-00046.safetensors,174488,True,torch.float32,"[128, 512]",262144
layers.29.ffn.gate.bias,layers.29.ffn.gate.bias,mapped,resident,copy,F32,256,1024,model-00031-of-00046.safetensors,436632,True,torch.float32,[256],1024
layers.29.hc_attn_base,layers.29.hc_attn_base,mapped,resident,copy,F32,24,96,model-00031-of-00046.safetensors,437656,True,torch.float32,[24],96
layers.29.hc_attn_fn,layers.29.hc_attn_fn,mapped,resident,copy,F32,24x16384,1572864,model-00031-of-00046.safetensors,437752,True,torch.float32,"[24, 16384]",1572864
layers.29.hc_attn_scale,layers.29.hc_attn_scale,mapped,resident,copy,F32,3,12,model-00031-of-00046.safetensors,2010616,True,torch.float32,[3],12
layers.29.hc_ffn_base,layers.29.hc_ffn_base,mapped,resident,copy,F32,24,96,model-00031-of-00046.safetensors,2010628,True,torch.float32,[24],96
layers.29.hc_ffn_fn,layers.29.hc_ffn_fn,mapped,resident,copy,F32,24x16384,1572864,model-00031-of-00046.safetensors,2010724,True,torch.float32,"[24, 16384]",1572864
layers.29.hc_ffn_scale,layers.29.hc_ffn_scale,mapped,resident,copy,F32,3,12,model-00031-of-00046.safetensors,3583588,True,torch.float32,[3],12
layers.29.attn.compressor.norm.weight,layers.29.attn.compressor.norm.weight,mapped,resident,copy,BF16,512,1024,model-00031-of-00046.safetensors,3583600,True,torch.float32,[512],2048
layers.29.attn.compressor.wgate.weight,layers.29.attn.compressor.wgate.weight,mapped,resident,copy,BF16,512x4096,4194304,model-00031-of-00046.safetensors,3584624,True,torch.float32,"[512, 4096]",8388608
layers.29.attn.compressor.wkv.weight,layers.29.attn.compressor.wkv.weight,mapped,resident,copy,BF16,512x4096,4194304,model-00031-of-00046.safetensors,7778928,True,torch.float32,"[512, 4096]",8388608
layers.29.attn.kv_norm.weight,layers.29.attn.kv_norm.weight,mapped,resident,copy,BF16,512,1024,model-00031-of-00046.safetensors,11973232,True,torch.float32,[512],2048
layers.29.attn.q_norm.weight,layers.29.attn.q_norm.weight,mapped,resident,copy,BF16,1024,2048,model-00031-of-00046.safetensors,11974256,True,torch.float32,[1024],4096
layers.29.attn_norm.weight,layers.29.attn_norm.weight,mapped,resident,copy,BF16,4096,8192,model-00031-of-00046.safetensors,11976304,True,torch.float32,[4096],16384
layers.29.ffn.gate.weight,layers.29.ffn.gate.weight,mapped,resident,copy,BF16,256x4096,2097152,model-00031-of-00046.safetensors,11984496,True,torch.bfloat16,"[256, 4096]",2097152
layers.29.ffn_norm.weight,layers.29.ffn_norm.weight,mapped,resident,copy,BF16,4096,8192,model-00031-of-00046.safetensors,14081648,True,torch.float32,[4096],16384
layers.29.attn.wkv.scale,layers.29.attn.wkv.scale,mapped,resident,copy,F8_E8M0,4x32,128,model-00031-of-00046.safetensors,14089840,True,torch.float8_e8m0fnu,"[4, 32]",128
layers.29.attn.wo_a.scale,layers.29.attn.wo_a.scale,mapped,consumed_by_wo_a_convert,consume_scale_for_wo_a_bf16,F8_E8M0,64x32,2048,model-00031-of-00046.safetensors,14089968,False,,,
layers.29.attn.wo_b.scale,layers.29.attn.wo_b.scale,mapped,resident,copy,F8_E8M0,32x64,2048,model-00031-of-00046.safetensors,14092016,True,torch.float8_e8m0fnu,"[32, 64]",2048
layers.29.attn.wq_a.scale,layers.29.attn.wq_a.scale,mapped,resident,copy,F8_E8M0,8x32,256,model-00031-of-00046.safetensors,14094064,True,torch.float8_e8m0fnu,"[8, 32]",256
layers.29.attn.wq_b.scale,layers.29.attn.wq_b.scale,mapped,resident,copy,F8_E8M0,256x8,2048,model-00031-of-00046.safetensors,14094320,True,torch.float8_e8m0fnu,"[256, 8]",2048
layers.29.ffn.experts.0.w1.scale,layers.29.ffn.experts.0.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,14096368,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.0.w2.scale,layers.29.ffn.experts.0.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,14358512,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.0.w3.scale,layers.29.ffn.experts.0.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,14620656,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.1.w1.scale,layers.29.ffn.experts.1.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,14882800,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.1.w2.scale,layers.29.ffn.experts.1.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,15144944,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.1.w3.scale,layers.29.ffn.experts.1.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,15407088,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.10.w1.scale,layers.29.ffn.experts.10.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,15669232,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.10.w2.scale,layers.29.ffn.experts.10.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,15931376,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.10.w3.scale,layers.29.ffn.experts.10.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,16193520,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.100.w1.scale,layers.29.ffn.experts.100.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,16455664,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.100.w2.scale,layers.29.ffn.experts.100.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,16717808,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.100.w3.scale,layers.29.ffn.experts.100.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,16979952,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.101.w1.scale,layers.29.ffn.experts.101.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,17242096,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.101.w2.scale,layers.29.ffn.experts.101.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,17504240,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.101.w3.scale,layers.29.ffn.experts.101.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,17766384,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.102.w1.scale,layers.29.ffn.experts.102.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,18028528,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.102.w2.scale,layers.29.ffn.experts.102.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,18290672,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.102.w3.scale,layers.29.ffn.experts.102.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,18552816,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.103.w1.scale,layers.29.ffn.experts.103.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,18814960,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.103.w2.scale,layers.29.ffn.experts.103.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,19077104,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.103.w3.scale,layers.29.ffn.experts.103.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,19339248,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.104.w1.scale,layers.29.ffn.experts.104.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,19601392,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.104.w2.scale,layers.29.ffn.experts.104.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,19863536,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.104.w3.scale,layers.29.ffn.experts.104.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,20125680,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.105.w1.scale,layers.29.ffn.experts.105.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,20387824,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.105.w2.scale,layers.29.ffn.experts.105.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,20649968,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.105.w3.scale,layers.29.ffn.experts.105.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,20912112,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.106.w1.scale,layers.29.ffn.experts.106.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,21174256,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.106.w2.scale,layers.29.ffn.experts.106.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,21436400,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.106.w3.scale,layers.29.ffn.experts.106.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,21698544,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.107.w1.scale,layers.29.ffn.experts.107.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,21960688,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.107.w2.scale,layers.29.ffn.experts.107.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,22222832,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.107.w3.scale,layers.29.ffn.experts.107.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,22484976,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.108.w1.scale,layers.29.ffn.experts.108.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,22747120,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.108.w2.scale,layers.29.ffn.experts.108.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,23009264,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.108.w3.scale,layers.29.ffn.experts.108.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,23271408,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.109.w1.scale,layers.29.ffn.experts.109.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,23533552,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.109.w2.scale,layers.29.ffn.experts.109.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,23795696,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.109.w3.scale,layers.29.ffn.experts.109.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,24057840,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.11.w1.scale,layers.29.ffn.experts.11.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,24319984,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.11.w2.scale,layers.29.ffn.experts.11.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,24582128,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.11.w3.scale,layers.29.ffn.experts.11.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,24844272,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.110.w1.scale,layers.29.ffn.experts.110.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,25106416,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.110.w2.scale,layers.29.ffn.experts.110.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,25368560,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.110.w3.scale,layers.29.ffn.experts.110.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,25630704,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.111.w1.scale,layers.29.ffn.experts.111.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,25892848,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.111.w2.scale,layers.29.ffn.experts.111.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,26154992,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.111.w3.scale,layers.29.ffn.experts.111.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,26417136,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.112.w1.scale,layers.29.ffn.experts.112.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,26679280,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.112.w2.scale,layers.29.ffn.experts.112.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,26941424,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.112.w3.scale,layers.29.ffn.experts.112.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,27203568,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.113.w1.scale,layers.29.ffn.experts.113.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,27465712,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.113.w2.scale,layers.29.ffn.experts.113.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,27727856,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.113.w3.scale,layers.29.ffn.experts.113.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,27990000,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.114.w1.scale,layers.29.ffn.experts.114.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,28252144,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.114.w2.scale,layers.29.ffn.experts.114.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,28514288,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.114.w3.scale,layers.29.ffn.experts.114.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,28776432,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.115.w1.scale,layers.29.ffn.experts.115.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,29038576,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.115.w2.scale,layers.29.ffn.experts.115.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,29300720,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.115.w3.scale,layers.29.ffn.experts.115.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,29562864,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.116.w1.scale,layers.29.ffn.experts.116.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,29825008,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.116.w2.scale,layers.29.ffn.experts.116.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,30087152,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.116.w3.scale,layers.29.ffn.experts.116.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,30349296,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.117.w1.scale,layers.29.ffn.experts.117.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,30611440,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.117.w2.scale,layers.29.ffn.experts.117.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,30873584,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.117.w3.scale,layers.29.ffn.experts.117.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,31135728,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.118.w1.scale,layers.29.ffn.experts.118.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,31397872,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.118.w2.scale,layers.29.ffn.experts.118.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,31660016,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.118.w3.scale,layers.29.ffn.experts.118.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,31922160,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.119.w1.scale,layers.29.ffn.experts.119.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,32184304,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.119.w2.scale,layers.29.ffn.experts.119.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,32446448,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.119.w3.scale,layers.29.ffn.experts.119.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,32708592,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.12.w1.scale,layers.29.ffn.experts.12.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,32970736,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.12.w2.scale,layers.29.ffn.experts.12.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,33232880,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.12.w3.scale,layers.29.ffn.experts.12.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,33495024,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.120.w1.scale,layers.29.ffn.experts.120.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,33757168,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.120.w2.scale,layers.29.ffn.experts.120.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,34019312,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.120.w3.scale,layers.29.ffn.experts.120.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,34281456,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.121.w1.scale,layers.29.ffn.experts.121.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,34543600,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.121.w2.scale,layers.29.ffn.experts.121.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,34805744,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.121.w3.scale,layers.29.ffn.experts.121.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,35067888,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.122.w1.scale,layers.29.ffn.experts.122.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,35330032,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.122.w2.scale,layers.29.ffn.experts.122.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,35592176,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.122.w3.scale,layers.29.ffn.experts.122.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,35854320,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.123.w1.scale,layers.29.ffn.experts.123.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,36116464,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.123.w2.scale,layers.29.ffn.experts.123.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,36378608,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.123.w3.scale,layers.29.ffn.experts.123.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,36640752,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.124.w1.scale,layers.29.ffn.experts.124.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,36902896,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.124.w2.scale,layers.29.ffn.experts.124.w2.scale,mapped,lazy_routed_expert,copy,F8_E8M0,4096x64,262144,model-00031-of-00046.safetensors,37165040,True,torch.float8_e8m0fnu,"[4096, 64]",262144
layers.29.ffn.experts.124.w3.scale,layers.29.ffn.experts.124.w3.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,37427184,True,torch.float8_e8m0fnu,"[2048, 128]",262144
layers.29.ffn.experts.125.w1.scale,layers.29.ffn.experts.125.w1.scale,mapped,lazy_routed_expert,copy,F8_E8M0,2048x128,262144,model-00031-of-00046.safetensors,37689328,True,torch.float8_e8m0fnu,"[2048, 128]",262144
